booking_id,listing_id,user_id,booking_time,status
2126,1559232,2974,2026-01-01 16:29:00,cancelled
4745,1559232,4083,2026-01-01 16:29:00,pending
2897,69824,1353,2026-01-01 16:29:00,confirmed
4194,191160,1003,2026-01-01 16:29:00,confirmed
2389,52537443,2112,2026-01-01 16:29:00,cancelled
4792,69824,3361,2026-01-01 16:29:00,cancelled
2081,1559232,4965,2026-01-01 16:29:00,pending
1377,4494878,2269,2026-01-01 16:29:00,pending
4362,1559232,2815,2026-01-01 16:29:00,confirmed
2202,52537443,1778,2026-01-01 16:29:00,cancelled
1138,2028061,3923,2026-01-01 16:29:00,cancelled
1593,191160,1553,2026-01-01 16:29:00,pending
1896,1309185,2015,2026-01-01 16:29:00,confirmed
4637,1559232,2859,2026-01-01 16:29:00,pending
4468,4494878,1123,2026-01-01 16:29:00,cancelled
2311,191160,3613,2026-01-01 16:29:00,confirmed
2536,1309185,3209,2026-01-01 16:29:00,pending
1847,24279533,3664,2026-01-01 16:29:00,confirmed
4224,52537443,3662,2026-01-01 16:29:00,confirmed
2677,24279533,4558,2026-01-01 16:29:00,cancelled
3690,52537443,2265,2026-01-01 16:29:00,confirmed
4928,52537443,3761,2026-01-01 16:29:00,pending
3718,52537443,3000,2026-01-01 16:29:00,confirmed
3038,69824,3718,2026-01-01 16:29:00,confirmed
1454,24279533,3005,2026-01-01 16:29:00,cancelled
1130,2028061,2540,2026-01-01 16:29:00,confirmed
3820,52537443,1863,2026-01-01 16:29:00,cancelled
1827,4494878,3112,2026-01-01 16:29:00,pending
2717,1559232,4085,2026-01-01 16:29:00,pending
1960,4494878,2311,2026-01-01 16:29:00,cancelled
3965,69824,1971,2026-01-01 16:29:00,confirmed
