booking_id,listing_id,user_id,booking_time,status
4495,4494878,1299,2025-12-31 02:56:00,pending
1742,2028061,2900,2025-12-31 02:56:00,pending
4686,69824,2030,2025-12-31 02:56:00,confirmed
2619,24279533,2032,2025-12-31 02:56:00,confirmed
1917,1559232,3845,2025-12-31 02:56:00,pending
3125,69824,1792,2025-12-31 02:56:00,cancelled
3438,1309185,1932,2025-12-31 02:56:00,cancelled
2177,1309185,1976,2025-12-31 02:56:00,pending
1195,1559232,3128,2025-12-31 02:56:00,confirmed
1205,24279533,2388,2025-12-31 02:56:00,confirmed
2102,24279533,3337,2025-12-31 02:56:00,confirmed
3224,69824,3142,2025-12-31 02:56:00,pending
2896,52537443,4192,2025-12-31 02:56:00,pending
4422,52537443,1683,2025-12-31 02:56:00,cancelled
1104,2028061,2843,2025-12-31 02:56:00,cancelled
3024,1309185,3018,2025-12-31 02:56:00,cancelled
3631,1309185,3783,2025-12-31 02:56:00,cancelled
1559,69824,1650,2025-12-31 02:56:00,cancelled
4481,1559232,4767,2025-12-31 02:56:00,cancelled
3668,2028061,4082,2025-12-31 02:56:00,cancelled
4236,52537443,1467,2025-12-31 02:56:00,confirmed
1458,1559232,1271,2025-12-31 02:56:00,pending
1027,1309185,1832,2025-12-31 02:56:00,cancelled
2682,4494878,1572,2025-12-31 02:56:00,confirmed
1394,191160,3466,2025-12-31 02:56:00,confirmed
2986,191160,2538,2025-12-31 02:56:00,confirmed
4745,1309185,2226,2025-12-31 02:56:00,cancelled
4255,191160,4166,2025-12-31 02:56:00,pending
2730,4494878,2670,2025-12-31 02:56:00,pending
1409,4494878,4961,2025-12-31 02:56:00,cancelled
4265,1309185,4170,2025-12-31 02:56:00,pending
4581,69824,4296,2025-12-31 02:56:00,cancelled
1676,191160,1602,2025-12-31 02:56:00,confirmed
1483,69824,3675,2025-12-31 02:56:00,pending
