booking_id,listing_id,user_id,booking_time,status
4258,191160,2171,2025-12-31 02:27:00,confirmed
3406,2028061,2261,2025-12-31 02:27:00,confirmed
1237,52537443,4354,2025-12-31 02:27:00,cancelled
1412,4494878,2901,2025-12-31 02:27:00,confirmed
2305,191160,4196,2025-12-31 02:27:00,confirmed
3634,1309185,1083,2025-12-31 02:27:00,cancelled
2695,69824,1475,2025-12-31 02:27:00,confirmed
3876,52537443,2057,2025-12-31 02:27:00,pending
4586,2028061,2840,2025-12-31 02:27:00,cancelled
4399,191160,4734,2025-12-31 02:27:00,confirmed
3300,2028061,3072,2025-12-31 02:27:00,confirmed
3768,4494878,2150,2025-12-31 02:27:00,pending
4295,4494878,2395,2025-12-31 02:27:00,cancelled
2452,1309185,3758,2025-12-31 02:27:00,pending
2135,52537443,1767,2025-12-31 02:27:00,pending
2571,1559232,1441,2025-12-31 02:27:00,cancelled
2827,52537443,1881,2025-12-31 02:27:00,confirmed
1514,52537443,4835,2025-12-31 02:27:00,confirmed
4328,52537443,3104,2025-12-31 02:27:00,confirmed
2971,4494878,3712,2025-12-31 02:27:00,confirmed
4170,1309185,4608,2025-12-31 02:27:00,confirmed
1268,52537443,4669,2025-12-31 02:27:00,pending
3411,52537443,4213,2025-12-31 02:27:00,pending
2465,24279533,2256,2025-12-31 02:27:00,cancelled
3932,1559232,2333,2025-12-31 02:27:00,pending
3462,52537443,4920,2025-12-31 02:27:00,pending
3059,4494878,3350,2025-12-31 02:27:00,cancelled
4394,52537443,2147,2025-12-31 02:27:00,cancelled
4618,1559232,1050,2025-12-31 02:27:00,cancelled
3174,191160,2103,2025-12-31 02:27:00,cancelled
2180,1559232,4359,2025-12-31 02:27:00,pending
1535,52537443,2553,2025-12-31 02:27:00,pending
2267,2028061,4951,2025-12-31 02:27:00,pending
4937,1309185,3479,2025-12-31 02:27:00,pending
2220,69824,2900,2025-12-31 02:27:00,confirmed
3169,24279533,4536,2025-12-31 02:27:00,confirmed
1356,4494878,2273,2025-12-31 02:27:00,cancelled
1477,1559232,4160,2025-12-31 02:27:00,cancelled
3852,191160,2860,2025-12-31 02:27:00,pending
1747,24279533,2634,2025-12-31 02:27:00,cancelled
2067,4494878,3354,2025-12-31 02:27:00,cancelled
2423,2028061,1939,2025-12-31 02:27:00,pending
3317,2028061,3985,2025-12-31 02:27:00,cancelled
1003,4494878,3116,2025-12-31 02:27:00,pending
1610,1309185,4159,2025-12-31 02:27:00,confirmed
