booking_id,listing_id,user_id,booking_time,status
1484,1559232,2455,2025-12-31 02:26:00,confirmed
1917,2028061,2183,2025-12-31 02:26:00,confirmed
3533,191160,1296,2025-12-31 02:26:00,confirmed
1375,2028061,3676,2025-12-31 02:26:00,confirmed
1501,1559232,1848,2025-12-31 02:26:00,confirmed
3612,52537443,2653,2025-12-31 02:26:00,confirmed
2472,4494878,1163,2025-12-31 02:26:00,cancelled
1893,24279533,4476,2025-12-31 02:26:00,confirmed
1360,1559232,2211,2025-12-31 02:26:00,cancelled
3053,24279533,3199,2025-12-31 02:26:00,confirmed
1230,191160,3594,2025-12-31 02:26:00,confirmed
3471,191160,3893,2025-12-31 02:26:00,confirmed
1512,4494878,4007,2025-12-31 02:26:00,cancelled
4046,69824,2955,2025-12-31 02:26:00,cancelled
2220,52537443,3984,2025-12-31 02:26:00,cancelled
4991,1309185,1121,2025-12-31 02:26:00,pending
2357,52537443,3729,2025-12-31 02:26:00,confirmed
1870,1559232,4485,2025-12-31 02:26:00,cancelled
4432,2028061,3463,2025-12-31 02:26:00,confirmed
1500,52537443,4480,2025-12-31 02:26:00,pending
1174,2028061,4516,2025-12-31 02:26:00,pending
4639,2028061,2366,2025-12-31 02:26:00,cancelled
4882,2028061,3909,2025-12-31 02:26:00,pending
4428,69824,3233,2025-12-31 02:26:00,pending
3076,191160,1830,2025-12-31 02:26:00,cancelled
3577,4494878,1821,2025-12-31 02:26:00,cancelled
1677,52537443,1926,2025-12-31 02:26:00,cancelled
2177,2028061,1211,2025-12-31 02:26:00,confirmed
2596,52537443,4152,2025-12-31 02:26:00,pending
3498,24279533,1519,2025-12-31 02:26:00,pending
3019,24279533,2085,2025-12-31 02:26:00,pending
3381,1309185,3031,2025-12-31 02:26:00,cancelled
4921,1559232,2966,2025-12-31 02:26:00,confirmed
4670,1309185,2601,2025-12-31 02:26:00,confirmed
1162,1559232,2928,2025-12-31 02:26:00,cancelled
2890,52537443,4092,2025-12-31 02:26:00,cancelled
2285,1309185,3033,2025-12-31 02:26:00,cancelled
3083,1309185,4603,2025-12-31 02:26:00,cancelled
4570,1309185,4854,2025-12-31 02:26:00,cancelled
3720,1309185,4061,2025-12-31 02:26:00,cancelled
4311,2028061,1962,2025-12-31 02:26:00,pending
2292,4494878,4395,2025-12-31 02:26:00,cancelled
3683,1309185,3323,2025-12-31 02:26:00,confirmed
