booking_id,listing_id,user_id,booking_time,status
4862,69824,2661,2025-12-31 02:19:00,cancelled
3214,4494878,1205,2025-12-31 02:19:00,cancelled
2460,2028061,1330,2025-12-31 02:19:00,pending
4341,1559232,3157,2025-12-31 02:19:00,confirmed
3589,4494878,1511,2025-12-31 02:19:00,cancelled
3587,52537443,3596,2025-12-31 02:19:00,confirmed
1840,52537443,1815,2025-12-31 02:19:00,cancelled
2261,4494878,1418,2025-12-31 02:19:00,cancelled
1900,191160,4254,2025-12-31 02:19:00,pending
1313,52537443,1150,2025-12-31 02:19:00,cancelled
2592,1559232,3298,2025-12-31 02:19:00,cancelled
4060,52537443,1592,2025-12-31 02:19:00,pending
4912,69824,2157,2025-12-31 02:19:00,cancelled
1106,4494878,3412,2025-12-31 02:19:00,cancelled
1955,4494878,4929,2025-12-31 02:19:00,cancelled
1892,69824,3226,2025-12-31 02:19:00,confirmed
4388,1309185,4191,2025-12-31 02:19:00,pending
4862,191160,4135,2025-12-31 02:19:00,confirmed
4097,191160,1586,2025-12-31 02:19:00,cancelled
1206,1559232,3691,2025-12-31 02:19:00,confirmed
3849,2028061,1590,2025-12-31 02:19:00,cancelled
1922,4494878,1215,2025-12-31 02:19:00,pending
2211,4494878,2838,2025-12-31 02:19:00,pending
1832,69824,1429,2025-12-31 02:19:00,cancelled
2965,191160,3289,2025-12-31 02:19:00,cancelled
1574,52537443,2841,2025-12-31 02:19:00,pending
4673,52537443,2510,2025-12-31 02:19:00,cancelled
4622,1309185,2685,2025-12-31 02:19:00,cancelled
2109,52537443,1782,2025-12-31 02:19:00,pending
2689,2028061,3497,2025-12-31 02:19:00,cancelled
2285,4494878,4293,2025-12-31 02:19:00,pending
3811,24279533,2495,2025-12-31 02:19:00,cancelled
1818,2028061,4534,2025-12-31 02:19:00,confirmed
1650,2028061,2960,2025-12-31 02:19:00,confirmed
1676,2028061,2656,2025-12-31 02:19:00,cancelled
1951,2028061,4116,2025-12-31 02:19:00,confirmed
1231,69824,2371,2025-12-31 02:19:00,cancelled
4684,52537443,1972,2025-12-31 02:19:00,confirmed
2809,4494878,4184,2025-12-31 02:19:00,pending
3271,1559232,4623,2025-12-31 02:19:00,cancelled
2894,191160,2159,2025-12-31 02:19:00,pending
