booking_id,listing_id,user_id,booking_time,status
1824,69824,1194,2025-12-31 02:53:00,confirmed
4856,1559232,2421,2025-12-31 02:53:00,cancelled
4553,2028061,3857,2025-12-31 02:53:00,pending
4595,1559232,3334,2025-12-31 02:53:00,cancelled
1775,1309185,2990,2025-12-31 02:53:00,cancelled
1049,52537443,2698,2025-12-31 02:53:00,pending
1420,24279533,4887,2025-12-31 02:53:00,confirmed
2687,69824,4459,2025-12-31 02:53:00,cancelled
2478,4494878,2789,2025-12-31 02:53:00,confirmed
1249,52537443,2054,2025-12-31 02:53:00,cancelled
3327,69824,3177,2025-12-31 02:53:00,cancelled
3639,1559232,1735,2025-12-31 02:53:00,pending
4762,1309185,2028,2025-12-31 02:53:00,confirmed
1011,52537443,2827,2025-12-31 02:53:00,pending
1101,191160,2689,2025-12-31 02:53:00,confirmed
4070,4494878,4860,2025-12-31 02:53:00,pending
2359,24279533,4730,2025-12-31 02:53:00,pending
2019,69824,4349,2025-12-31 02:53:00,confirmed
3443,52537443,2135,2025-12-31 02:53:00,pending
4924,4494878,2968,2025-12-31 02:53:00,confirmed
1744,1559232,3666,2025-12-31 02:53:00,pending
3605,24279533,3936,2025-12-31 02:53:00,cancelled
1043,69824,3360,2025-12-31 02:53:00,pending
2079,4494878,3662,2025-12-31 02:53:00,cancelled
1243,69824,3952,2025-12-31 02:53:00,cancelled
1298,4494878,2199,2025-12-31 02:53:00,pending
4640,69824,2527,2025-12-31 02:53:00,cancelled
3736,52537443,1173,2025-12-31 02:53:00,confirmed
1324,2028061,2766,2025-12-31 02:53:00,confirmed
2917,2028061,2311,2025-12-31 02:53:00,confirmed
3225,1309185,2425,2025-12-31 02:53:00,confirmed
4335,2028061,2273,2025-12-31 02:53:00,pending
2836,69824,3517,2025-12-31 02:53:00,confirmed
4371,52537443,1055,2025-12-31 02:53:00,cancelled
2742,2028061,2065,2025-12-31 02:53:00,cancelled
4074,191160,2580,2025-12-31 02:53:00,pending
3064,1559232,3655,2025-12-31 02:53:00,cancelled
3782,24279533,1250,2025-12-31 02:53:00,cancelled
2052,191160,3076,2025-12-31 02:53:00,cancelled
3644,2028061,1063,2025-12-31 02:53:00,confirmed
2720,4494878,2503,2025-12-31 02:53:00,cancelled
4354,1309185,4717,2025-12-31 02:53:00,cancelled
4009,191160,2780,2025-12-31 02:53:00,cancelled
2897,4494878,2598,2025-12-31 02:53:00,cancelled
1678,69824,1116,2025-12-31 02:53:00,confirmed
2402,1559232,1671,2025-12-31 02:53:00,confirmed
