booking_id,listing_id,user_id,booking_time,status
2452,1559232,3380,2025-12-31 02:49:00,cancelled
3561,191160,1651,2025-12-31 02:49:00,cancelled
3488,24279533,2605,2025-12-31 02:49:00,cancelled
2880,4494878,1279,2025-12-31 02:49:00,pending
1001,69824,4235,2025-12-31 02:49:00,cancelled
2855,191160,1616,2025-12-31 02:49:00,confirmed
4018,2028061,2808,2025-12-31 02:49:00,pending
3134,4494878,3217,2025-12-31 02:49:00,pending
3134,1559232,3685,2025-12-31 02:49:00,pending
4878,1309185,3321,2025-12-31 02:49:00,cancelled
4068,69824,3597,2025-12-31 02:49:00,cancelled
3052,2028061,3826,2025-12-31 02:49:00,confirmed
1569,24279533,2308,2025-12-31 02:49:00,confirmed
2356,4494878,2976,2025-12-31 02:49:00,cancelled
2747,4494878,4539,2025-12-31 02:49:00,pending
3868,1559232,4377,2025-12-31 02:49:00,cancelled
4875,1309185,2092,2025-12-31 02:49:00,confirmed
1213,2028061,4620,2025-12-31 02:49:00,pending
4703,1309185,1067,2025-12-31 02:49:00,confirmed
3935,191160,3743,2025-12-31 02:49:00,confirmed
1390,191160,2170,2025-12-31 02:49:00,cancelled
1199,52537443,2597,2025-12-31 02:49:00,confirmed
4901,1559232,2625,2025-12-31 02:49:00,cancelled
4012,1559232,1847,2025-12-31 02:49:00,pending
1073,4494878,2585,2025-12-31 02:49:00,cancelled
2064,24279533,4208,2025-12-31 02:49:00,cancelled
3913,1309185,1884,2025-12-31 02:49:00,confirmed
2947,2028061,1550,2025-12-31 02:49:00,cancelled
3382,1309185,2368,2025-12-31 02:49:00,confirmed
2398,1559232,3465,2025-12-31 02:49:00,confirmed
2011,1309185,1345,2025-12-31 02:49:00,confirmed
4706,52537443,4472,2025-12-31 02:49:00,confirmed
2716,2028061,4653,2025-12-31 02:49:00,pending
2869,52537443,2248,2025-12-31 02:49:00,cancelled
4192,24279533,2408,2025-12-31 02:49:00,cancelled
1656,24279533,3934,2025-12-31 02:49:00,cancelled
4268,2028061,2533,2025-12-31 02:49:00,confirmed
3009,52537443,3267,2025-12-31 02:49:00,cancelled
