booking_id,listing_id,user_id,booking_time,status
1286,52537443,3674,2025-12-31 02:55:00,pending
4413,191160,1507,2025-12-31 02:55:00,confirmed
4939,4494878,4983,2025-12-31 02:55:00,cancelled
3976,1309185,3137,2025-12-31 02:55:00,confirmed
3413,24279533,2850,2025-12-31 02:55:00,pending
1064,1559232,2915,2025-12-31 02:55:00,confirmed
2545,24279533,1111,2025-12-31 02:55:00,confirmed
4004,191160,4689,2025-12-31 02:55:00,pending
4756,2028061,4434,2025-12-31 02:55:00,pending
2854,191160,2201,2025-12-31 02:55:00,cancelled
1900,2028061,2149,2025-12-31 02:55:00,cancelled
2947,69824,1581,2025-12-31 02:55:00,confirmed
3243,1559232,4915,2025-12-31 02:55:00,confirmed
2967,1559232,3732,2025-12-31 02:55:00,confirmed
4607,24279533,1063,2025-12-31 02:55:00,pending
2012,1559232,2999,2025-12-31 02:55:00,pending
4849,69824,3328,2025-12-31 02:55:00,confirmed
3284,52537443,3494,2025-12-31 02:55:00,confirmed
2714,24279533,1338,2025-12-31 02:55:00,pending
3253,1309185,4089,2025-12-31 02:55:00,confirmed
4683,24279533,4411,2025-12-31 02:55:00,confirmed
2254,191160,4003,2025-12-31 02:55:00,confirmed
1065,69824,3658,2025-12-31 02:55:00,cancelled
2869,191160,3348,2025-12-31 02:55:00,cancelled
2781,2028061,1384,2025-12-31 02:55:00,cancelled
1294,52537443,1557,2025-12-31 02:55:00,pending
1488,1559232,1087,2025-12-31 02:55:00,pending
3751,52537443,1669,2025-12-31 02:55:00,confirmed
1340,4494878,1627,2025-12-31 02:55:00,pending
3748,1559232,4935,2025-12-31 02:55:00,confirmed
1583,2028061,3622,2025-12-31 02:55:00,confirmed
4510,191160,3843,2025-12-31 02:55:00,pending
3193,1309185,2473,2025-12-31 02:55:00,confirmed
3660,4494878,2771,2025-12-31 02:55:00,cancelled
1208,1559232,1428,2025-12-31 02:55:00,pending
3277,24279533,3357,2025-12-31 02:55:00,confirmed
2906,4494878,2358,2025-12-31 02:55:00,pending
1055,1559232,4196,2025-12-31 02:55:00,confirmed
2880,4494878,1106,2025-12-31 02:55:00,confirmed
1510,4494878,2104,2025-12-31 02:55:00,confirmed
1760,52537443,1203,2025-12-31 02:55:00,confirmed
3390,69824,3982,2025-12-31 02:55:00,pending
4626,24279533,1741,2025-12-31 02:55:00,confirmed
