booking_id,listing_id,user_id,booking_time,status
4491,52537443,2160,2025-12-31 02:50:00,cancelled
4125,52537443,4077,2025-12-31 02:50:00,pending
2600,69824,3184,2025-12-31 02:50:00,confirmed
2094,4494878,1188,2025-12-31 02:50:00,confirmed
2939,191160,3260,2025-12-31 02:50:00,cancelled
3090,1309185,4345,2025-12-31 02:50:00,cancelled
2747,1559232,2857,2025-12-31 02:50:00,pending
2013,52537443,3474,2025-12-31 02:50:00,cancelled
3893,4494878,3060,2025-12-31 02:50:00,confirmed
1577,52537443,3472,2025-12-31 02:50:00,cancelled
4519,1309185,2495,2025-12-31 02:50:00,pending
4265,52537443,4578,2025-12-31 02:50:00,cancelled
1210,24279533,3038,2025-12-31 02:50:00,confirmed
3344,52537443,4032,2025-12-31 02:50:00,pending
4754,52537443,1184,2025-12-31 02:50:00,confirmed
4726,191160,2831,2025-12-31 02:50:00,cancelled
3130,4494878,1549,2025-12-31 02:50:00,cancelled
2596,2028061,4557,2025-12-31 02:50:00,confirmed
3641,2028061,4389,2025-12-31 02:50:00,confirmed
4897,52537443,1755,2025-12-31 02:50:00,confirmed
1138,1559232,1317,2025-12-31 02:50:00,pending
3584,191160,3248,2025-12-31 02:50:00,confirmed
2778,1559232,1230,2025-12-31 02:50:00,pending
2374,52537443,1586,2025-12-31 02:50:00,confirmed
4752,191160,1047,2025-12-31 02:50:00,confirmed
4696,24279533,2820,2025-12-31 02:50:00,pending
1899,1309185,4713,2025-12-31 02:50:00,pending
2047,4494878,3428,2025-12-31 02:50:00,confirmed
4286,24279533,2464,2025-12-31 02:50:00,pending
4560,191160,4437,2025-12-31 02:50:00,pending
3266,2028061,2709,2025-12-31 02:50:00,confirmed
2194,24279533,3791,2025-12-31 02:50:00,cancelled
4671,2028061,2684,2025-12-31 02:50:00,pending
4185,52537443,3038,2025-12-31 02:50:00,confirmed
3472,4494878,2062,2025-12-31 02:50:00,pending
4257,69824,2811,2025-12-31 02:50:00,pending
3593,191160,1022,2025-12-31 02:50:00,cancelled
3096,52537443,2166,2025-12-31 02:50:00,pending
2075,1309185,2662,2025-12-31 02:50:00,cancelled
1300,1559232,2794,2025-12-31 02:50:00,confirmed
4575,1559232,4971,2025-12-31 02:50:00,confirmed
1822,1309185,3952,2025-12-31 02:50:00,pending
4025,69824,2095,2025-12-31 02:50:00,confirmed
3144,1559232,4738,2025-12-31 02:50:00,confirmed
2694,1559232,4814,2025-12-31 02:50:00,confirmed
3495,69824,2240,2025-12-31 02:50:00,cancelled
2346,24279533,2224,2025-12-31 02:50:00,pending
4579,2028061,1874,2025-12-31 02:50:00,pending
4052,69824,3768,2025-12-31 02:50:00,pending
1915,191160,2152,2025-12-31 02:50:00,confirmed
