booking_id,listing_id,user_id,booking_time,status
2779,2028061,2596,2025-12-31 02:29:00,pending
3311,191160,3945,2025-12-31 02:29:00,confirmed
1423,2028061,1226,2025-12-31 02:29:00,cancelled
1260,69824,1576,2025-12-31 02:29:00,confirmed
2136,2028061,3972,2025-12-31 02:29:00,confirmed
3048,1309185,1614,2025-12-31 02:29:00,cancelled
2833,52537443,4527,2025-12-31 02:29:00,confirmed
2898,191160,3530,2025-12-31 02:29:00,pending
2978,2028061,1293,2025-12-31 02:29:00,pending
3625,69824,3419,2025-12-31 02:29:00,pending
1877,191160,4175,2025-12-31 02:29:00,confirmed
1201,191160,2035,2025-12-31 02:29:00,cancelled
1662,1309185,2777,2025-12-31 02:29:00,pending
2230,191160,4206,2025-12-31 02:29:00,confirmed
2354,191160,3234,2025-12-31 02:29:00,confirmed
1327,191160,1538,2025-12-31 02:29:00,confirmed
1770,24279533,3903,2025-12-31 02:29:00,pending
1801,2028061,4729,2025-12-31 02:29:00,pending
1931,1309185,4138,2025-12-31 02:29:00,cancelled
3165,52537443,1659,2025-12-31 02:29:00,confirmed
2728,1309185,1166,2025-12-31 02:29:00,cancelled
4699,69824,1198,2025-12-31 02:29:00,pending
2947,191160,2926,2025-12-31 02:29:00,pending
3157,69824,3396,2025-12-31 02:29:00,confirmed
4422,1309185,3426,2025-12-31 02:29:00,cancelled
3008,52537443,3586,2025-12-31 02:29:00,confirmed
3055,69824,1468,2025-12-31 02:29:00,confirmed
2056,191160,3963,2025-12-31 02:29:00,confirmed
3232,69824,4762,2025-12-31 02:29:00,confirmed
1148,24279533,3004,2025-12-31 02:29:00,pending
