booking_id,listing_id,user_id,booking_time,status
3118,1309185,4789,2025-12-31 02:52:00,cancelled
2053,69824,4477,2025-12-31 02:52:00,cancelled
4182,1559232,1223,2025-12-31 02:52:00,cancelled
2280,52537443,3484,2025-12-31 02:52:00,pending
1128,1559232,2552,2025-12-31 02:52:00,confirmed
4306,191160,2207,2025-12-31 02:52:00,confirmed
2519,4494878,2144,2025-12-31 02:52:00,confirmed
4869,4494878,4985,2025-12-31 02:52:00,pending
4384,1559232,4217,2025-12-31 02:52:00,cancelled
3393,1559232,1971,2025-12-31 02:52:00,pending
4100,1559232,3373,2025-12-31 02:52:00,confirmed
2557,2028061,4898,2025-12-31 02:52:00,confirmed
1862,4494878,1754,2025-12-31 02:52:00,cancelled
3745,4494878,3844,2025-12-31 02:52:00,cancelled
2988,191160,2886,2025-12-31 02:52:00,confirmed
3185,191160,3914,2025-12-31 02:52:00,confirmed
3309,52537443,4004,2025-12-31 02:52:00,pending
3190,24279533,3318,2025-12-31 02:52:00,confirmed
1586,2028061,4148,2025-12-31 02:52:00,pending
3027,4494878,4624,2025-12-31 02:52:00,confirmed
2323,69824,4486,2025-12-31 02:52:00,pending
2572,69824,2649,2025-12-31 02:52:00,pending
2331,1309185,1073,2025-12-31 02:52:00,confirmed
2716,1309185,3574,2025-12-31 02:52:00,cancelled
3709,69824,4248,2025-12-31 02:52:00,cancelled
4883,1559232,3201,2025-12-31 02:52:00,cancelled
1290,191160,3376,2025-12-31 02:52:00,confirmed
2990,1309185,3252,2025-12-31 02:52:00,confirmed
2772,24279533,1679,2025-12-31 02:52:00,confirmed
1221,4494878,2073,2025-12-31 02:52:00,cancelled
3339,1309185,3050,2025-12-31 02:52:00,pending
4543,24279533,3910,2025-12-31 02:52:00,cancelled
3009,1309185,3286,2025-12-31 02:52:00,cancelled
3696,2028061,2711,2025-12-31 02:52:00,cancelled
1601,52537443,4143,2025-12-31 02:52:00,pending
3642,1309185,1833,2025-12-31 02:52:00,pending
3734,69824,2706,2025-12-31 02:52:00,cancelled
3948,69824,3682,2025-12-31 02:52:00,confirmed
2336,4494878,3167,2025-12-31 02:52:00,cancelled
2375,24279533,2506,2025-12-31 02:52:00,confirmed
