booking_id,listing_id,user_id,booking_time,status
2710,69824,3427,2025-12-31 02:17:00,pending
1714,191160,4473,2025-12-31 02:17:00,pending
3283,4494878,3670,2025-12-31 02:17:00,pending
1425,24279533,3639,2025-12-31 02:17:00,pending
3177,52537443,2912,2025-12-31 02:17:00,pending
4873,1559232,2622,2025-12-31 02:17:00,pending
3461,52537443,3714,2025-12-31 02:17:00,pending
2115,2028061,2866,2025-12-31 02:17:00,pending
4555,1309185,1884,2025-12-31 02:17:00,cancelled
2063,2028061,3794,2025-12-31 02:17:00,pending
1571,1309185,3854,2025-12-31 02:17:00,pending
2919,1559232,4571,2025-12-31 02:17:00,cancelled
4252,4494878,4860,2025-12-31 02:17:00,confirmed
1931,1309185,3269,2025-12-31 02:17:00,pending
1422,52537443,3171,2025-12-31 02:17:00,cancelled
3821,24279533,3577,2025-12-31 02:17:00,cancelled
1636,4494878,3970,2025-12-31 02:17:00,confirmed
4931,52537443,3633,2025-12-31 02:17:00,pending
4349,4494878,1259,2025-12-31 02:17:00,cancelled
1041,52537443,2645,2025-12-31 02:17:00,pending
3581,1559232,1277,2025-12-31 02:17:00,cancelled
1013,52537443,2648,2025-12-31 02:17:00,confirmed
2762,69824,2481,2025-12-31 02:17:00,confirmed
2389,52537443,4646,2025-12-31 02:17:00,pending
4231,52537443,1853,2025-12-31 02:17:00,pending
4848,4494878,1015,2025-12-31 02:17:00,cancelled
2522,4494878,4932,2025-12-31 02:17:00,cancelled
2623,24279533,2702,2025-12-31 02:17:00,cancelled
2277,4494878,2335,2025-12-31 02:17:00,pending
3834,24279533,3427,2025-12-31 02:17:00,pending
