booking_id,listing_id,user_id,booking_time,status
3013,52537443,1001,2025-12-31 02:58:00,confirmed
4403,1309185,3449,2025-12-31 02:58:00,pending
1674,4494878,1315,2025-12-31 02:58:00,pending
4446,1309185,3424,2025-12-31 02:58:00,confirmed
4831,4494878,1777,2025-12-31 02:58:00,confirmed
2895,1559232,1517,2025-12-31 02:58:00,confirmed
3065,69824,2476,2025-12-31 02:58:00,cancelled
3889,1309185,4918,2025-12-31 02:58:00,pending
4198,69824,4388,2025-12-31 02:58:00,confirmed
2481,2028061,3654,2025-12-31 02:58:00,cancelled
3131,191160,4004,2025-12-31 02:58:00,confirmed
2872,52537443,1724,2025-12-31 02:58:00,confirmed
4282,4494878,3826,2025-12-31 02:58:00,confirmed
4520,1559232,1416,2025-12-31 02:58:00,pending
2475,52537443,4723,2025-12-31 02:58:00,pending
2451,191160,3063,2025-12-31 02:58:00,confirmed
4724,1559232,2222,2025-12-31 02:58:00,cancelled
4740,4494878,3440,2025-12-31 02:58:00,confirmed
2114,2028061,4522,2025-12-31 02:58:00,pending
4411,52537443,1742,2025-12-31 02:58:00,pending
4499,2028061,4179,2025-12-31 02:58:00,cancelled
3474,1559232,4390,2025-12-31 02:58:00,pending
2507,2028061,3877,2025-12-31 02:58:00,confirmed
3518,4494878,2678,2025-12-31 02:58:00,pending
3397,69824,2657,2025-12-31 02:58:00,pending
1841,24279533,1043,2025-12-31 02:58:00,pending
4290,1309185,1571,2025-12-31 02:58:00,confirmed
2005,69824,2562,2025-12-31 02:58:00,cancelled
2754,2028061,2464,2025-12-31 02:58:00,pending
1474,52537443,1782,2025-12-31 02:58:00,cancelled
1569,1309185,4251,2025-12-31 02:58:00,confirmed
3125,24279533,4882,2025-12-31 02:58:00,cancelled
2811,52537443,4220,2025-12-31 02:58:00,pending
1849,69824,2605,2025-12-31 02:58:00,pending
4586,2028061,4742,2025-12-31 02:58:00,confirmed
