booking_id,listing_id,user_id,booking_time,status
3829,4494878,3554,2025-12-31 02:32:00,pending
4436,1559232,4353,2025-12-31 02:32:00,confirmed
4400,1559232,3508,2025-12-31 02:32:00,confirmed
3300,1309185,3636,2025-12-31 02:32:00,pending
3973,1309185,3692,2025-12-31 02:32:00,pending
1501,1309185,2529,2025-12-31 02:32:00,confirmed
1925,24279533,2190,2025-12-31 02:32:00,cancelled
1087,1559232,2801,2025-12-31 02:32:00,pending
1260,4494878,3060,2025-12-31 02:32:00,cancelled
3640,4494878,1669,2025-12-31 02:32:00,pending
3773,4494878,4826,2025-12-31 02:32:00,pending
3627,1559232,4503,2025-12-31 02:32:00,confirmed
4416,4494878,1148,2025-12-31 02:32:00,pending
2378,52537443,4217,2025-12-31 02:32:00,pending
3085,2028061,4089,2025-12-31 02:32:00,confirmed
1438,2028061,4360,2025-12-31 02:32:00,cancelled
2038,191160,3680,2025-12-31 02:32:00,confirmed
2998,24279533,1859,2025-12-31 02:32:00,cancelled
1362,1559232,2454,2025-12-31 02:32:00,cancelled
1819,24279533,1568,2025-12-31 02:32:00,cancelled
1659,1309185,5000,2025-12-31 02:32:00,confirmed
2473,24279533,4635,2025-12-31 02:32:00,pending
2679,1559232,2573,2025-12-31 02:32:00,confirmed
1261,24279533,4144,2025-12-31 02:32:00,confirmed
1081,4494878,4114,2025-12-31 02:32:00,pending
3458,1309185,1942,2025-12-31 02:32:00,pending
4911,4494878,1182,2025-12-31 02:32:00,confirmed
3455,52537443,1956,2025-12-31 02:32:00,pending
1378,24279533,1241,2025-12-31 02:32:00,cancelled
1504,4494878,4893,2025-12-31 02:32:00,pending
2842,69824,2398,2025-12-31 02:32:00,confirmed
3118,191160,3075,2025-12-31 02:32:00,confirmed
3025,69824,3894,2025-12-31 02:32:00,cancelled
1853,52537443,3840,2025-12-31 02:32:00,confirmed
1573,24279533,2582,2025-12-31 02:32:00,confirmed
3839,24279533,4302,2025-12-31 02:32:00,confirmed
2094,69824,2637,2025-12-31 02:32:00,confirmed
1057,4494878,1702,2025-12-31 02:32:00,pending
