booking_id,listing_id,user_id,booking_time,status
1395,52537443,4282,2026-01-01 16:28:02,confirmed
3099,52537443,1019,2026-01-01 16:28:02,cancelled
2045,69824,3696,2026-01-01 16:28:02,cancelled
3460,2028061,4210,2026-01-01 16:28:02,pending
1247,191160,2554,2026-01-01 16:28:02,confirmed
3550,24279533,2465,2026-01-01 16:28:02,cancelled
4822,4494878,1637,2026-01-01 16:28:02,pending
1226,2028061,4232,2026-01-01 16:28:02,pending
4629,4494878,3640,2026-01-01 16:28:02,cancelled
3455,69824,3695,2026-01-01 16:28:02,pending
3946,52537443,1005,2026-01-01 16:28:02,confirmed
3052,69824,2632,2026-01-01 16:28:02,cancelled
1426,1309185,1386,2026-01-01 16:28:02,cancelled
3918,4494878,1753,2026-01-01 16:28:02,pending
1771,2028061,4675,2026-01-01 16:28:02,pending
4564,24279533,2684,2026-01-01 16:28:02,cancelled
4208,4494878,2493,2026-01-01 16:28:02,confirmed
2099,52537443,4887,2026-01-01 16:28:02,confirmed
4255,52537443,4072,2026-01-01 16:28:02,cancelled
3545,52537443,4574,2026-01-01 16:28:02,confirmed
2837,2028061,1376,2026-01-01 16:28:02,pending
3835,1559232,1446,2026-01-01 16:28:02,pending
2751,4494878,4118,2026-01-01 16:28:02,cancelled
3235,1559232,3825,2026-01-01 16:28:02,pending
3302,52537443,1154,2026-01-01 16:28:02,cancelled
2224,4494878,1863,2026-01-01 16:28:02,confirmed
1724,1559232,2339,2026-01-01 16:28:02,cancelled
3014,69824,4749,2026-01-01 16:28:02,cancelled
3388,1309185,4532,2026-01-01 16:28:02,cancelled
2313,1309185,2477,2026-01-01 16:28:02,cancelled
3584,69824,2542,2026-01-01 16:28:02,cancelled
